Plot,Elevation,ElevationRel,TRMI,Tree #,Species,Status,Status4,Fill,Fill2,DBH,BA,PlotBA,BAABMA,BAPINALB,BAPINCON,BAABLAS,BAotherABMA,BAotherPINALB,BAotherPINCON,BAotheABLAS,QMDABMA,QMDPINALB,QMDPINCON,QMDABLAS,PercentABMA,CRN Class,SNAG,DMR,DMR2,Mtoe,BB,BBMtoe,Change5yrAprilpck,Change5yrMaypck,Change5yrMarpck,Change5yrSpringsnowpack,Change5yrtempmin,Change5yrppt,Change5yrGstempmax,Change5yrtotalCWD,Change5yrGSCWD,Change5yrGSavgCWD,Change10yrAprilpck,Change10yrMaypck,Change10yrMarpck,Change10yrSpringsnowpack,Change10yrtempmin,Change10yrppt,Change10yrGstempmax,Change10yrtotalCWD,Change10yrGSCWD,Change10yrGSavgCWD,5yrAprilpck,5yrMaypck,5yrMarpck,5yrSpringsnowpack,raw5yrtempmin,raw5yrppt,raw5yrGstempmax,raw5yrtotalCWD,raw5yrGSCWD,raw5yrGSavgCWD
A23,1540,240,41,13,PICENG,H,0,H,H,13.7,0.014741173,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,INT,,,0,0,0,0,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A23,1540,240,41,46,PICENG,H,0,H,H,19.2,0.028952986,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,INT,,,0,0,0,0,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A23,1540,240,41,50,PSME,H,0,H,H,13.2,0.01368481,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,INT,,,0,0,0,0,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A23,1540,240,41,38,PSME,H,0,H,H,17.6,0.02432855,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,INT,,,0,0,0,0,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A23,1540,240,41,18,PSME,H,0,H,H,20.8,0.033979546,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,CO,,,0,0,0,0,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A23,1540,240,41,24,PSME,H,0,H,H,26,0.05309304,1.802968167,0,0,0,0,1.802968167,1.802968167,1.802968167,1.802968167,0,0,0,0,0,INT,,,0,1,0,1,120.9620645,28.87,76.81470968,226.6467742,0.675403226,207.4624194,0.363245968,-92.21669355,-42.21112903,-9.927016126,89.08723118,12.02916667,45.31204301,146.4284409,1.429266862,49.2328739,0.139552786,-47.00146628,-21.23158358,-2.933834307,145.784,28.87,260.266,434.92,-3.7775,1056.615,23.136875,425.6075,221.685,73.895
A24,1610,310,25,17,ABCO,H,0,H,H,7.6,0.00453647,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,19,ABCO,H,0,H,H,7.7,0.004656637,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OP,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,7,ABCO,H,0,H,H,7.8,0.004778374,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,8,ABCO,H,0,H,H,8.5,0.005674515,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,9,ABCO,H,0,H,H,8.6,0.005808818,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,6,ABCO,H,0,H,H,11.9,0.011122049,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,1,ABCO,H,0,H,H,20.3,0.032365549,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,10,ABCO,H,0,H,H,22.5,0.039760875,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,22,ABMA,H,0,H,H,7.7,0.004656637,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OP,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,4,PICBRE,H,0,H,H,17.9,0.025165001,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,CO,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,2,PICBRE,H,0,H,H,40,0.125664,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,CO,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,3,PSME,H,0,H,H,8.4,0.005541782,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,20,PSME,H,0,H,H,8.7,0.005944693,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OP,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,11,PSME,H,0,H,H,10.7,0.008992045,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,16,PSME,H,0,H,H,10.9,0.009331337,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,5,PSME,H,0,H,H,11.2,0.009852058,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,13,PSME,H,0,H,H,21,0.03463614,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,CO,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A24,1610,310,25,15,PSME,H,0,H,H,22,0.03801336,0.414783878,0.004656637,0,0,0,0.410127241,0.414783878,0.414783878,0.414783878,0,0,0,0,0.011226659,OP,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,3,ABCO,H,0,H,H,7.7,0.004656637,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,16,ABCO,H,0,H,H,7.7,0.004656637,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,41,ABCO,H,0,H,H,7.7,0.004656637,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,5,ABCO,H,0,H,H,8,0.00502656,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,12,ABCO,H,0,H,H,8.2,0.00528103,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,17,ABCO,H,0,H,H,8.3,0.005410621,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,29,ABCO,H,0,H,H,9,0.00636174,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,13,ABCO,H,0,H,H,9.5,0.007088235,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,8.530947782,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,46,ABCO,H,0,H,H,9.9,0.007697705,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,8.530947782,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,9,ABCO,H,0,H,H,10,0.007854,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,28,ABCO,H,0,H,H,10,0.007854,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,30,ABCO,H,0,H,H,10.2,0.008171302,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,6,ABCO,H,0,H,H,10.3,0.008332309,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,35,ABCO,H,0,H,H,11.1,0.009676913,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,INT,,,0,0,1,2,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,47,ABCO,H,0,H,H,12.7,0.012667717,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,7,ABCO,H,0,H,H,12.8,0.012867994,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,OT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,43,ABCO,H,0,H,H,12.8,0.012867994,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,25,ABCO,H,0,H,H,12.9,0.013069841,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,31,ABCO,H,0,H,H,12.9,0.013069841,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,26,ABCO,H,0,H,H,13.3,0.013892941,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,20,ABCO,H,0,H,H,14.3,0.016060645,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,24,ABCO,H,0,H,H,14.6,0.016741586,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,42,ABCO,H,0,H,H,15.9,0.019855697,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,23,ABCO,H,0,H,H,16.5,0.021382515,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,27.81046387,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
A25,1650,350,27,18,ABCO,H,0,H,H,16.6,0.021642482,1.016144238,0.031102625,0,0,0,0.985041613,1.016144238,1.016144238,1.016144238,0,0,0,0,0.030608475,INT,,,0,0,0,0,175.6742581,64.992,118.9572903,359.6235484,0.486532258,252.5075806,0.004475806,-90.12145161,-45.06266129,-10.98946237,124.3489247,27.08,64.92795699,216.3568817,1.35085044,66.70076246,-0.031319648,-48.51008798,-22.21516129,-3.373629034,215.362,64.992,335.826,616.18,-4.0525,1127.355,22.45125,405.355,210.8725,70.29083333
