Plot,Elevation,Year,Taxon,Shade Tolerance,Fire Tolerance,Biogeographical Association,Layer,Class,% Cover
A82,1992,2024,Apocynum androsaemifolium,I,H,NA,herb,1,0.2
B25,1962,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
B30,2233,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
B43,1885,2024,Apocynum androsaemifolium,I,H,NA,herb,2,1
B56,1920,2024,Apocynum androsaemifolium,I,H,NA,herb,1,0.2
B57,1907,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
B74,1793,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
B77,1868,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
B78,1774,2024,Apocynum androsaemifolium,I,H,NA,herb,1,0.2
B86,1981,2024,Apocynum androsaemifolium,I,H,NA,herb,2,0.2
A84,1973,1969,Aquilegia formosa,H,H,N,herb,2,NA
A88,1790,1969,Aquilegia formosa,H,H,N,herb,2,NA
A89,1809,1969,Aquilegia formosa,H,H,N,herb,3,NA
A90,1876,1969,Aquilegia formosa,H,H,N,herb,4,NA
B40,2052,1969,Aquilegia formosa,H,H,N,herb,3,NA
B42,1865,1969,Aquilegia formosa,H,H,N,herb,3,NA
B63,1909,1969,Aquilegia formosa,H,H,N,herb,2,NA
A36,1926,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A41,2270,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A55,2038,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A66,2148,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A82,1992,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A84,1973,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A92,1830,2024,Aquilegia formosa,H,H,N,herb,2,0.2
B03,2110,2024,Aquilegia formosa,H,H,N,herb,2,0.2
B22,2005,2024,Aquilegia formosa,H,H,N,herb,2,0.2
B42,1865,2024,Aquilegia formosa,H,H,N,herb,2,0.2
B83,1966,2024,Aquilegia formosa,H,H,N,herb,2,0.2
A41,2270,1969,Arabis sp.,NA,NA,N,herb,1,NA
A62,2135,1969,Arabis sp.,NA,NA,N,herb,1,NA
A73,2274,1969,Arabis sp.,NA,NA,N,herb,2,NA
A90,1876,1969,Arabis sp.,NA,NA,N,herb,2,NA
A91,1882,1969,Arabis sp.,NA,NA,N,herb,2,NA
A92,1830,1969,Arabis sp.,NA,NA,N,herb,2,NA
A97,2294,1969,Arabis sp.,NA,NA,N,herb,2,NA
A98,2235,1969,Arabis sp.,NA,NA,N,herb,3,NA
B10,2225,1969,Arabis sp.,NA,NA,N,herb,3,NA
B25,1962,1969,Arabis sp.,NA,NA,N,herb,3,NA
B29,2232,1969,Arabis sp.,NA,NA,N,herb,3,NA
B31,2251,1969,Arabis sp.,NA,NA,N,herb,3,NA
B34,2212,1969,Arabis sp.,NA,NA,N,herb,3,NA
B35,2178,1969,Arabis sp.,NA,NA,N,herb,3,NA
B39,2138,1969,Arabis sp.,NA,NA,N,herb,3,NA
B40,2052,1969,Arabis sp.,NA,NA,N,herb,2,NA
B61,2380,1969,Arabis sp.,NA,NA,N,herb,3,NA
B65,2142,1969,Arabis sp.,NA,NA,N,herb,3,NA
B86,1981,1969,Arabis sp.,NA,NA,N,herb,2,NA
A74,2345,1969,Arabis sp.,NA,NA,N,herb,1,NA
A89,1809,1969,Arabis sp.,NA,NA,N,herb,2,NA
A96,2280,1969,Arabis sp.,NA,NA,N,herb,3,NA
B05,2347,1969,Arabis sp.,NA,NA,N,herb,2,NA
B12,2414,1969,Arabis sp.,NA,NA,N,herb,2,NA
B30,2233,1969,Arabis sp.,NA,NA,N,herb,3,NA
B36,2153,1969,Arabis sp.,NA,NA,N,herb,2,NA
B57,1907,1969,Arabis sp.,NA,NA,N,herb,2,NA
B58,2075,1969,Arabis sp.,NA,NA,N,herb,3,NA
B66,2181,1969,Arabis sp.,NA,NA,N,herb,3,NA
C01,2162,1969,Arabis sp.,NA,NA,N,herb,1,NA
A74,2345,1969,Arabis sp.,NA,NA,N,herb,1,NA
A89,1809,1969,Arabis sp.,NA,NA,N,herb,3,NA
A96,2280,1969,Arabis sp.,NA,NA,N,herb,3,NA
B05,2347,1969,Arabis sp.,NA,NA,N,herb,3,NA
B12,2414,1969,Arabis sp.,NA,NA,N,herb,2,NA
B30,2233,1969,Arabis sp.,NA,NA,N,herb,3,NA
B36,2153,1969,Arabis sp.,NA,NA,N,herb,2,NA
B57,1907,1969,Arabis sp.,NA,NA,N,herb,2,NA
B58,2075,1969,Arabis sp.,NA,NA,N,herb,3,NA
B66,2181,1969,Arabis sp.,NA,NA,N,herb,3,NA
C01,2162,1969,Arabis sp.,NA,NA,N,herb,2,NA
A89,1809,1969,Arabis sp.,NA,NA,N,herb,3,NA
B57,1907,1969,Arabis sp.,NA,NA,N,herb,2,NA
A38,2048,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A40,2285,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A41,2270,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A67,2303,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A80,2140,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A96,2280,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B12,2414,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B24,1953,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B29,2232,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B30,2233,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B34,2212,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B35,2178,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B36,2153,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B36,2153,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B36,2153,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B46,2183,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B57,1907,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B66,2181,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B81,2190,2024,Arabis sp.,NA,NA,N,herb,2,0.2
B85,2032,2024,Arabis sp.,NA,NA,N,herb,2,0.2
A17,2024,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A19,2263,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A24,1625,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A33,1632,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A34,1768,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A35,1797,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A40,2285,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A47,1950,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A51,1638,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A53,1627,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A62,2135,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A66,2148,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A69,2172,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A71,2142,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A73,2274,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A79,2127,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A81,2004,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A83,1960,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A89,1809,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A91,1882,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
A92,1830,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A93,2043,1969,Arctostaphylos nevadensis,H,NA,N,shrub,6,NA
A94,2094,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
A96,2280,1969,Arctostaphylos nevadensis,H,NA,N,shrub,6,NA
B06,2333,1969,Arctostaphylos nevadensis,H,NA,N,shrub,5,NA
B10,2225,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B11,2310,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
B12,2414,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B14,2477,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B16,2322,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B17,2261,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B19,2140,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B22,2005,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B24,1953,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B25,1962,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B30,2233,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B31,2251,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B33,2139,1969,Arctostaphylos nevadensis,H,NA,N,shrub,5,NA
B34,2212,1969,Arctostaphylos nevadensis,H,NA,N,shrub,5,NA
B35,2178,1969,Arctostaphylos nevadensis,H,NA,N,shrub,6,NA
B37,2104,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B39,2138,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B49,2026,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
B50,1716,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B52,1913,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B56,1920,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B57,1907,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B59,2107,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B60,2283,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B61,2380,1969,Arctostaphylos nevadensis,H,NA,N,shrub,5,NA
B66,2181,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B72,1786,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B74,1793,1969,Arctostaphylos nevadensis,H,NA,N,shrub,4,NA
B77,1868,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B78,1774,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B81,2190,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
B84,1963,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
B85,2032,1969,Arctostaphylos nevadensis,H,NA,N,shrub,2,NA
C01,2162,1969,Arctostaphylos nevadensis,H,NA,N,shrub,3,NA
A01,1760,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
A19,2263,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,7
A26,1781,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
A33,1632,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,1
A34,1768,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,10
A40,2285,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,6
A47,1950,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
A52,1589,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,7
A61,2248,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,4
A67,2303,2024,Arctostaphylos nevadensis,H,NA,N,shrub,1,0.2
A69,2172,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
A70,2027,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
A71,2142,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,3
A72,2225,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,1
A73,2274,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,7
A81,2004,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
A83,1960,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,2
A85,1940,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,3
A86,1921,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,4
A90,1876,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
A93,2043,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
A94,2094,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,1
A96,2280,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,15
B03,2110,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B04,2243,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,3
B06,2333,2024,Arctostaphylos nevadensis,H,NA,N,shrub,5,35
B10,2225,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,7
B11,2310,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B12,2414,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B14,2477,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B16,2322,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B17,2261,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,21
B19,2140,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,12
B21,2059,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B22,2005,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,3
B24,1953,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,10
B25,1962,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,4
B29,2232,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,6
B33,2139,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,12
B34,2212,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,16
B35,2178,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,10
B40,2052,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B52,1913,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B56,1920,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B57,1907,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B58,2075,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,5
B59,2107,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,7
B60,2283,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,4
B65,2142,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B66,2181,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,8
B72,1786,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
B77,1868,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B78,1774,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,2
B81,2190,2024,Arctostaphylos nevadensis,H,NA,N,shrub,4,12
B84,1963,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,1
B85,2032,2024,Arctostaphylos nevadensis,H,NA,N,shrub,3,4
B86,1981,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,0.2
C01,2162,2024,Arctostaphylos nevadensis,H,NA,N,shrub,2,1
A02,1838,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA
A13,1550,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A14,1668,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA
A17,2024,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A19,2263,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A21,2000,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A24,1625,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A25,1650,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA
A27,1876,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
A32,1522,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A34,1768,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A38,2048,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA
A40,2285,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A47,1950,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
A50,1803,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A54,1529,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A61,2248,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA
A73,2274,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A74,2345,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A75,2278,1969,Arctostaphylos patula,I,NA,N,shrub,1,NA
A79,2127,1969,Arctostaphylos patula,I,NA,N,shrub,6,NA
A80,2140,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A81,2004,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A91,1882,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A92,1830,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA
A93,2043,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
A96,2280,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
A97,2294,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA
B04,2243,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA
B05,2347,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA
B06,2333,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B12,2414,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B14,2477,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B19,2140,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B20,2127,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
B22,2005,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
B24,1953,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B25,1962,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B27,1828,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
B30,2233,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B31,2251,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B33,2139,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B34,2212,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B35,2178,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
B36,2153,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B39,2138,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B52,1913,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B56,1920,1969,Arctostaphylos patula,I,NA,N,shrub,5,NA
B57,1907,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B58,2075,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B59,2107,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B61,2380,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
B72,1786,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
B74,1793,1969,Arctostaphylos patula,I,NA,N,shrub,4,NA
B77,1868,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B81,2190,1969,Arctostaphylos patula,I,NA,N,shrub,3,NA
B84,1963,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
C01,2162,1969,Arctostaphylos patula,I,NA,N,shrub,2,NA
A01,1760,2024,Arctostaphylos patula,I,NA,N,shrub,3,3
A02,1838,2024,Arctostaphylos patula,I,NA,N,shrub,3,6
A13,1550,2024,Arctostaphylos patula,I,NA,N,shrub,3,5
A14,1668,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
A17,2024,2024,Arctostaphylos patula,I,NA,N,shrub,3,2
A19,2263,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
A21,2000,2024,Arctostaphylos patula,I,NA,N,shrub,3,3
A24,1625,2024,Arctostaphylos patula,I,NA,N,shrub,3,4
A26,1781,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
A30,1681,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A32,1522,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A38,2048,2024,Arctostaphylos patula,I,NA,N,shrub,4,19
A40,2285,2024,Arctostaphylos patula,I,NA,N,shrub,3,4
A54,1529,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A57,2053,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A61,2248,2024,Arctostaphylos patula,I,NA,N,shrub,3,7
A73,2274,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A74,2345,2024,Arctostaphylos patula,I,NA,N,shrub,3,7
A78,2174,2024,Arctostaphylos patula,I,NA,N,shrub,3,2
A79,2127,2024,Arctostaphylos patula,I,NA,N,shrub,3,8
A80,2140,2024,Arctostaphylos patula,I,NA,N,shrub,3,1
A81,2004,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
A85,1940,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
A86,1921,2024,Arctostaphylos patula,I,NA,N,shrub,3,3
A90,1876,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
A91,1882,2024,Arctostaphylos patula,I,NA,N,shrub,1,0.2
A92,1830,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
A93,2043,2024,Arctostaphylos patula,I,NA,N,shrub,3,7
A96,2280,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
A97,2294,2024,Arctostaphylos patula,I,NA,N,shrub,5,38
B04,2243,2024,Arctostaphylos patula,I,NA,N,shrub,4,14
B12,2414,2024,Arctostaphylos patula,I,NA,N,shrub,4,10
B17,2261,2024,Arctostaphylos patula,I,NA,N,shrub,3,2
B19,2140,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B20,2127,2024,Arctostaphylos patula,I,NA,N,shrub,3,8
B21,2059,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B22,2005,2024,Arctostaphylos patula,I,NA,N,shrub,3,2
B24,1953,2024,Arctostaphylos patula,I,NA,N,shrub,3,2
B25,1962,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B27,1828,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B34,2212,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B35,2178,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B36,2153,2024,Arctostaphylos patula,I,NA,N,shrub,3,3
B37,2104,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B43,1885,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B50,1716,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B52,1913,2024,Arctostaphylos patula,I,NA,N,shrub,3,5
B53,1960,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B58,2075,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B59,2107,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B61,2380,2024,Arctostaphylos patula,I,NA,N,shrub,5,28
B66,2181,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B72,1786,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B77,1868,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B78,1774,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B81,2190,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
B83,1966,2024,Arctostaphylos patula,I,NA,N,shrub,2,1
B86,1981,2024,Arctostaphylos patula,I,NA,N,shrub,2,0.2
A88,1790,1969,Arnica latifolia,I,L,N,herb,3,NA
A89,1809,1969,Arnica latifolia,I,L,N,herb,4,NA
A90,1876,1969,Arnica latifolia,I,L,N,herb,3,NA
B02,1917,1969,Arnica latifolia,I,L,N,herb,3,NA
B03,2110,1969,Arnica latifolia,I,L,N,herb,2,NA
B08,2212,1969,Arnica latifolia,I,L,N,herb,2,NA
B10,2225,1969,Arnica latifolia,I,L,N,herb,3,NA
B22,2005,1969,Arnica latifolia,I,L,N,herb,3,NA
B42,1865,1969,Arnica latifolia,I,L,N,herb,3,NA
B43,1885,1969,Arnica latifolia,I,L,N,herb,3,NA
B66,2181,1969,Arnica latifolia,I,L,N,herb,3,NA
B85,2032,1969,Arnica latifolia,I,L,N,herb,3,NA
A36,1926,2024,Arnica latifolia,I,L,N,herb,2,0.2
A47,1950,2024,Arnica latifolia,I,L,N,herb,3,3
A62,2135,2024,Arnica latifolia,I,L,N,herb,2,0.2
A63,1971,2024,Arnica latifolia,I,L,N,herb,2,0.2
A65,2107,2024,Arnica latifolia,I,L,N,herb,2,1
A82,1992,2024,Arnica latifolia,I,L,N,herb,3,2
A85,1940,2024,Arnica latifolia,I,L,N,herb,3,5
A88,1790,2024,Arnica latifolia,I,L,N,herb,3,6
A89,1809,2024,Arnica latifolia,I,L,N,herb,3,5
B02,1917,2024,Arnica latifolia,I,L,N,herb,2,0.2
B03,2110,2024,Arnica latifolia,I,L,N,herb,3,2
B08,2212,2024,Arnica latifolia,I,L,N,herb,2,0.2
B21,2059,2024,Arnica latifolia,I,L,N,herb,2,0.2
B22,2005,2024,Arnica latifolia,I,L,N,herb,2,1
B57,1907,2024,Arnica latifolia,I,L,N,herb,3,2
B66,2181,2024,Arnica latifolia,I,L,N,herb,2,0.2
B82,2034,2024,Arnica latifolia,I,L,N,herb,2,0.2
B85,2032,2024,Arnica latifolia,I,L,N,herb,2,0.2
B86,1981,2024,Arnica latifolia,I,L,N,herb,2,0.2
A01,1760,1969,Arnica sp.,NA,NA,N,herb,2,NA
A05,1383,1969,Arnica sp.,NA,NA,N,herb,3,NA
A23,1553,1969,Arnica sp.,NA,NA,N,herb,2,NA
A62,2135,1969,Arnica sp.,NA,NA,N,herb,1,NA
A85,1940,1969,Arnica sp.,NA,NA,N,herb,2,NA
B82,2034,1969,Arnica sp.,NA,NA,N,herb,1,NA
B83,1966,1969,Arnica sp.,NA,NA,N,herb,2,NA
A88,1790,1969,Arnica sp.,NA,NA,N,herb,3,NA
A90,1876,1969,Arnica sp.,NA,NA,N,herb,3,NA
B40,2052,1969,Arnica sp.,NA,NA,N,herb,2,NA
B69,1925,1969,Arnica sp.,NA,NA,N,herb,3,NA
A36,1926,2024,Arnica sp.,NA,NA,N,herb,2,0.2
A91,1882,2024,Arnica sp.,NA,NA,N,herb,3,3
A01,1760,2024,Arnica sp.,NA,NA,N,herb,2,0.2
A01,1760,2024,Arnica sp.,NA,NA,N,herb,2,1
A23,1553,2024,Arnica sp.,NA,NA,N,herb,2,0.2
A27,1876,2024,Arnica sp.,NA,NA,N,herb,2,0.2
A66,2148,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B02,1917,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B21,2059,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B22,2005,2024,Arnica sp.,NA,NA,N,herb,2,1
B27,1828,2024,Arnica sp.,NA,NA,N,herb,1,0.2
B40,2052,2024,Arnica sp.,NA,NA,N,herb,3,2
B43,1885,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B50,1716,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B57,1907,2024,Arnica sp.,NA,NA,N,herb,3,2
B69,1925,2024,Arnica sp.,NA,NA,N,herb,2,0.2
B70,1826,2024,Arnica sp.,NA,NA,N,herb,2,0.2
A02,1838,1969,Aspidotis densa,I,NA,NA,herb,3,NA
A91,1882,1969,Aspidotis densa,I,NA,NA,herb,4,NA
A92,1830,1969,Aspidotis densa,I,NA,NA,herb,4,NA
A93,2043,1969,Aspidotis densa,I,NA,NA,herb,3,NA
B10,2225,1969,Aspidotis densa,I,NA,NA,herb,3,NA
B19,2140,1969,Aspidotis densa,I,NA,NA,herb,3,NA
B57,1907,1969,Aspidotis densa,I,NA,NA,herb,3,NA
