Plot,Year,Species,SpeciesCode,Layer1,layer2,Class ,Cover,
A97,1969,Tsuga mertensiana,TSMER,TREE,SAP,1,1,
A98,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A98,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A98,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A99,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A99,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A99,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B02,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B02,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B02,1969,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B03,1969,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B03,1969,Tsuga mertensiana,TSMER,TREE,SAP,5,37.5,
B03,1969,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B04,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B04,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B04,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B05,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B06,1969,Tsuga mertensiana,TSMER,TREE,SAP,1,1,
B07,1969,Tsuga mertensiana,TSMER,TREE,CAN,6,62.5,
B07,1969,Tsuga mertensiana,TSMER,TREE,SAP,6,62.5,
B07,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B08,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B08,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B08,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B09,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B09,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B09,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B10,1969,Tsuga mertensiana,TSMER,TREE,SAP,1,1,
B14,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B14,1969,Tsuga mertensiana,TSMER,TREE,SAP,5,37.5,
B14,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B16,1969,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B16,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B16,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B17,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B17,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B17,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B21,1969,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B21,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B21,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B22,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B22,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B25,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B25,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B26,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B26,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B26,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B29,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B29,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B32,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B32,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B32,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B33,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B33,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B33,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B34,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B34,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B34,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B35,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B36,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B40,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B40,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B41,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B41,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B42,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B48,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B48,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B48,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B49,1969,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B49,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B49,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B52,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B53,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B53,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B54,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B54,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B54,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B56,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B56,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B56,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B57,1969,Tsuga mertensiana,TSMER,TREE,SAP,1,1,
B60,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B60,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B60,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B63,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B63,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B63,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B65,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B65,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B65,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B66,1969,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B66,1969,Tsuga mertensiana,TSMER,TREE,SAP,5,37.5,
B66,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B68,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B69,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B69,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B70,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B70,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B70,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B71,1969,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B71,1969,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B78,1969,Tsuga mertensiana,TSMER,TREE,SAP,1,1,
B78,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B81,1969,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B82,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B82,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B84,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B84,1969,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B84,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B85,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B85,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B85,1969,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B86,1969,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B86,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
C01,1969,Tsuga mertensiana,TSMER,TREE,CAN,6,62.5,
C01,1969,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
C01,1969,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A01,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A01,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A01,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A05,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A14,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A18,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A18,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A18,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A19,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A19,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A23,2015,Tsuga mertensiana,TSMER,TREE,SEED,1,1,
A27,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A27,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A29,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A29,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A29,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A34,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A34,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A34,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A36,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A37,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A37,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A39,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A39,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A39,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A40,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A40,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A40,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A41,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A41,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A41,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A47,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A47,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A47,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A49,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A49,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A49,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A55,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A55,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A55,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A57,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A57,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A57,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A59,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
A59,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A60,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A60,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A60,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A61,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A61,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A61,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A62,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A62,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A62,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A63,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A63,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A63,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A64,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A64,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A64,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A65,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A65,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A65,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A66,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A66,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A66,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A67,2015,Tsuga mertensiana,TSMER,TREE,CAN,6,62.5,
A67,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A67,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A69,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A69,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A69,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A70,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A70,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A70,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A71,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A71,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A71,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A72,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A72,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A72,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A75,2015,Tsuga mertensiana,TSMER,TREE,CAN,6,62.5,
A75,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A75,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A76,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
A76,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A76,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
A78,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A81,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A81,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A82,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A82,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A82,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A83,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A83,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A83,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A84,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A84,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
A84,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A85,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A85,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A86,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A86,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A87,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A87,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A87,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A88,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
A88,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A88,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A89,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
A89,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A89,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A90,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A90,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A90,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A93,2015,Tsuga mertensiana,TSMER,TREE,SEED,1,1,
A94,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
A94,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
A94,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
A96,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A96,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
A97,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
A98,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A99,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
A99,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
A99,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B02,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B02,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B02,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B03,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B03,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B03,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B04,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B04,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B05,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B05,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B05,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B06,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B06,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B06,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B07,2015,Tsuga mertensiana,TSMER,TREE,CAN,7,87.5,
B07,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B07,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B08,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B08,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B08,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B09,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B09,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B09,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B10,2015,Tsuga mertensiana,TSMER,TREE,CAN,1,1,
B14,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B14,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B14,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B16,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B16,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B16,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B17,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B17,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B17,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B21,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B21,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B21,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B22,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B22,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B22,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B26,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B29,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B29,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B29,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B32,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B32,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B32,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B33,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B33,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B33,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B34,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B34,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B34,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B35,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B35,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B40,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B40,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B40,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B41,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B41,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B41,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B42,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B42,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B48,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B48,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B48,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B49,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B49,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B53,2015,Tsuga mertensiana,TSMER,TREE,CAN,1,1,
B53,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B53,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B54,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B54,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B54,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B56,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B56,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B57,2015,Tsuga mertensiana,TSMER,TREE,CAN,1,1,
B60,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B60,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B61,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B61,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B61,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B63,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B63,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B63,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B65,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B65,2015,Tsuga mertensiana,TSMER,TREE,SEED,1,1,
B66,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B66,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B66,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B68,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B68,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B69,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B69,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B70,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B70,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B70,2015,Tsuga mertensiana,TSMER,TREE,SEED,2,3,
B71,2015,Tsuga mertensiana,TSMER,TREE,CAN,1,1,
B71,2015,Tsuga mertensiana,TSMER,TREE,SAP,2,3,
B71,2015,Tsuga mertensiana,TSMER,TREE,SEED,1,1,
B78,2015,Tsuga mertensiana,TSMER,TREE,SEED,1,1,
B81,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B81,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B81,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B82,2015,Tsuga mertensiana,TSMER,TREE,CAN,4,17.5,
B82,2015,Tsuga mertensiana,TSMER,TREE,SAP,4,17.5,
B82,2015,Tsuga mertensiana,TSMER,TREE,SEED,4,17.5,
B83,2015,Tsuga mertensiana,TSMER,TREE,CAN,2,3,
B84,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B84,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B85,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
B85,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
B85,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
B86,2015,Tsuga mertensiana,TSMER,TREE,CAN,3,7,
B86,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
C01,2015,Tsuga mertensiana,TSMER,TREE,CAN,5,37.5,
C01,2015,Tsuga mertensiana,TSMER,TREE,SAP,3,7,
C01,2015,Tsuga mertensiana,TSMER,TREE,SEED,3,7,
